epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,1.0283781404999075,1.0283781404999075,0.9502406747295307,0.9502406747295307
1,1.0272318907214466,1.0272318907214466,0.9437629356980324,0.9437629356980324
2,1.0259380909086715,1.0259380909086715,0.9466602979371181,0.9466602979371181
3,1.0249470778054972,1.0249470778054972,0.9470911326889808,0.9470911326889808
4,1.0237211326772189,1.0237211326772189,0.946733199346524,0.946733199346524
5,1.021162238456547,1.021162238456547,0.9452352998348382,0.9452352998348382
6,1.0239898418397368,1.0239898418397368,0.9452536372611156,0.9452536372611156
7,1.02028691664151,1.02028691664151,0.9461731533591564,0.9461731533591564
8,1.0229379085815509,1.0229379085815509,0.9478545011236117,0.9478545011236117
9,1.0201233504112792,1.0201233504112792,0.9452930261882452,0.9452930261882452
10,1.0191522994416495,1.0191522994416495,0.9514304122672631,0.9514304122672631
11,1.0156331319318679,1.0156331319318679,0.9353845975719965,0.9353845975719965
12,1.0152776844268216,1.0152776844268216,0.9433640046188465,0.9433640046188465
13,1.0158827277162972,1.0158827277162972,0.9591605136027703,0.9591605136027703
14,1.0142196828340133,1.0142196828340133,0.9431785266559858,0.9431785266559858
15,1.014537810502643,1.014537810502643,0.943151848591291,0.943151848591291
16,1.00218668200907,1.00218668200907,0.9289477306489761,0.9289477306489761
17,1.004016762857498,1.004016762857498,0.939750093794786,0.939750093794786
18,1.0023503313977355,1.0023503313977355,0.9149342480760354,0.9149342480760354
19,0.9941505044875227,0.9941505044875227,0.9303308767194931,0.9303308767194931
20,0.9784879566961712,0.9784879566961712,0.8987814803536122,0.8987814803536122
21,0.9630287341302223,0.9630287341302223,0.882677995814727,0.882677995814727
22,0.9600492809881279,0.9600492809881279,0.9022940539396727,0.9022940539396727
23,0.953035992169318,0.953035992169318,0.8815924411782852,0.8815924411782852
24,0.9545794005954302,0.9545794005954302,0.9049196157317895,0.9049196157317895
25,0.9540704679811094,0.9540704679811094,0.9061256600114015,0.9061256600114015
26,0.9581905897125139,0.9581905897125139,0.9102134345242611,0.9102134345242611
27,0.9442346413054756,0.9442346413054756,0.8876531688066629,0.8876531688066629
28,0.9470103464965938,0.9470103464965938,0.8933271897526888,0.8933271897526888
29,0.9440676708041816,0.9440676708041816,0.8885883021813172,0.8885883021813172
30,0.9344313467489377,0.9344313467489377,0.8700019031763077,0.8700019031763077
31,0.9349306433637457,0.9349306433637457,0.8785422437466108,0.8785422437466108
32,0.9327950273975606,0.9327950273975606,0.883628613788348,0.883628613788348
33,0.9358480654602168,0.9358480654602168,0.8862911657645152,0.8862911657645152
34,0.9327275683828452,0.9327275683828452,0.9014363920459381,0.9014363920459381
35,0.9266761451557162,0.9266761451557162,0.873502139116709,0.873502139116709
36,0.9237938168573594,0.9237938168573594,0.8786627482909423,0.8786627482909423
37,0.9251029122161006,0.9251029122161006,0.8817970494811351,0.8817970494811351
38,0.9237386825891841,0.9237386825891841,0.8676723812635129,0.8676723812635129
39,0.926979744612281,0.926979744612281,0.8936991088665449,0.8936991088665449
40,0.9226681081583872,0.9226681081583872,0.9036695153094255,0.9036695153094255
41,0.9166615402577076,0.9166615402577076,0.893318521976471,0.893318521976471
42,0.9160204784222278,0.9160204784222278,0.8827924475073814,0.8827924475073814
43,0.9040594171274615,0.9040594171274615,0.863930933865217,0.863930933865217
44,0.9128741860050806,0.9128741860050806,0.8959679047648723,0.8959679047648723
45,0.9098208942731899,0.9098208942731899,0.8909578114748001,0.8909578114748001
46,0.9051069257610134,0.9051069257610134,0.8951356056791085,0.8951356056791085
47,0.8977256480677662,0.8977256480677662,0.8979290799452708,0.8979290799452708
48,0.8999509694056047,0.8999509694056047,0.9053537216324072,0.9053537216324072
49,0.8919994446994625,0.8919994446994625,0.9057314583888421,0.9057314583888421
50,0.8903431684110605,0.8903431684110605,0.863593265414238,0.863593265414238
51,0.883341266091642,0.883341266091642,0.893919456922091,0.893919456922091
52,0.892835835516947,0.892835835516947,0.9070809298982987,0.9070809298982987
53,0.8813879605690694,0.8813879605690694,0.8866433247923851,0.8866433247923851
54,0.8791745705249834,0.8791745705249834,0.8715783413786155,0.8715783413786155
55,0.8678560699368224,0.8678560699368224,0.9216298462106631,0.9216298462106631
56,0.86722215725556,0.86722215725556,0.9073403077629897,0.9073403077629897
57,0.8697771590571075,0.8697771590571075,0.9136865023237009,0.9136865023237009
58,0.8562987093054494,0.8562987093054494,0.9002972268141233,0.9002972268141233
59,0.8593818877043247,0.8593818877043247,0.9058299223964031,0.9058299223964031
60,0.8543311849473014,0.8543311849473014,0.8865095037680406,0.8865095037680406
61,0.8375085721335629,0.8375085721335629,0.9500672395412738,0.9500672395412738
62,0.83867472612132,0.83867472612132,0.8888879629281851,0.8888879629281851
63,0.8220053306690073,0.8220053306690073,0.9575139480141494,0.9575139480141494
64,0.8126382821827979,0.8126382821827979,0.9330316497729375,0.9330316497729375
65,0.8246623435113081,0.8246623435113081,0.9500021427869797,0.9500021427869797
66,0.8001022723663817,0.8001022723663817,0.9296463434512798,0.9296463434512798
67,0.7996554604584333,0.7996554604584333,0.9443204219524677,0.9443204219524677
68,0.7945576833339981,0.7945576833339981,0.9976469367742539,0.9976469367742539
69,0.7660635795900534,0.7660635795900534,0.9890211788507608,0.9890211788507608
70,0.7793418516115226,0.7793418516115226,0.9912840105020083,0.9912840105020083
71,0.757130851115245,0.757130851115245,1.007324064236421,1.007324064236421
72,0.7486366796651686,0.7486366796651686,0.989880791077247,0.989880791077247
73,0.7298034024842964,0.7298034024842964,1.0159282299188468,1.0159282299188468
74,0.7256387223482301,0.7256387223482301,0.9746306783877886,0.9746306783877886
75,0.7109182371937305,0.7109182371937305,0.9775532733935576,0.9775532733935576
76,0.719480749414702,0.719480749414702,1.016863542336684,1.016863542336684
77,0.6854144456868939,0.6854144456868939,1.0314072283414695,1.0314072283414695
78,0.6883356091084285,0.6883356091084285,1.0046938568353654,1.0046938568353654
79,0.6758497912887712,0.6758497912887712,1.0273024717202552,1.0273024717202552
80,0.6346744116774331,0.6346744116774331,1.095550531607408,1.095550531607408
81,0.6364751757391537,0.6364751757391537,1.0989278256893158,1.0989278256893158
82,0.6168782049320061,0.6168782049320061,1.0290900824161677,1.0290900824161677
83,0.5997590596883169,0.5997590596883169,1.0641578933367362,1.0641578933367362
