epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.0579284289108227,0.0579284289108227,0.050682230343898904,0.050682230343898904
1,0.05586374351775525,0.05586374351775525,0.05046965428269826,0.05046965428269826
2,0.05525556812934389,0.05525556812934389,0.050548930724079795,0.050548930724079795
3,0.05524371919883876,0.05524371919883876,0.05087775776807505,0.05087775776807505
4,0.05594404485518829,0.05594404485518829,0.05049911756068468,0.05049911756068468
5,0.05501726808613777,0.05501726808613777,0.05228765775592854,0.05228765775592854
6,0.05531411595047721,0.05531411595047721,0.05122883253587553,0.05122883253587553
7,0.05493404564099751,0.05493404564099751,0.051044624413435276,0.051044624413435276
8,0.05510442660010784,0.05510442660010784,0.050540030973318675,0.050540030973318675
9,0.05511620656552543,0.05511620656552543,0.05266534528121925,0.05266534528121925
10,0.055496747340072365,0.055496747340072365,0.05185424759984016,0.05185424759984016
11,0.05516583130850918,0.05516583130850918,0.050458406853991056,0.050458406853991056
12,0.055132827946809876,0.055132827946809876,0.050516572505092394,0.050516572505092394
13,0.05508191142124436,0.05508191142124436,0.05053007648899578,0.05053007648899578
14,0.05506177447000207,0.05506177447000207,0.05050558681026674,0.05050558681026674
15,0.05510799303470813,0.05510799303470813,0.05109511993717975,0.05109511993717975
16,0.05499161639906337,0.05499161639906337,0.050515383360191034,0.050515383360191034
17,0.05499776227638439,0.05499776227638439,0.050470853317528964,0.050470853317528964
18,0.054837103607430895,0.054837103607430895,0.05090885083549298,0.05090885083549298
19,0.05493208924491551,0.05493208924491551,0.05068939625500486,0.05068939625500486
20,0.054953797125747154,0.054953797125747154,0.05185740681436773,0.05185740681436773
21,0.05499626583406723,0.05499626583406723,0.05046149450354278,0.05046149450354278
22,0.054966976428817045,0.054966976428817045,0.050474745113975726,0.050474745113975726
23,0.054955485784571136,0.054955485784571136,0.050525997314029014,0.050525997314029014
24,0.0548500337511534,0.0548500337511534,0.051668867182273134,0.051668867182273134
25,0.05487469644646485,0.05487469644646485,0.050499415548088455,0.050499415548088455
26,0.05527025276123842,0.05527025276123842,0.05077120278102274,0.05077120278102274
27,0.054837240835087356,0.054837240835087356,0.05063289562956645,0.05063289562956645
28,0.05496258541475651,0.05496258541475651,0.05112784202210605,0.05112784202210605
29,0.05502020909206699,0.05502020909206699,0.05045850881232092,0.05045850881232092
30,0.05489825686623886,0.05489825686623886,0.050473105789233856,0.050473105789233856
31,0.0549583601271321,0.0549583601271321,0.05062213586285137,0.05062213586285137
32,0.05478256093318274,0.05478256093318274,0.05079815861983941,0.05079815861983941
33,0.0548984113850319,0.0548984113850319,0.05059322530690294,0.05059322530690294
34,0.0548824734590441,0.0548824734590441,0.050775055024916166,0.050775055024916166
35,0.05500180479884854,0.05500180479884854,0.05057599673119302,0.05057599673119302
36,0.05482323704257844,0.05482323704257844,0.0505054611282853,0.0505054611282853
37,0.05493624169300925,0.05493624169300925,0.05054382728054546,0.05054382728054546
38,0.05488961362614222,0.05488961362614222,0.05043684378123054,0.05043684378123054
39,0.05472554902999965,0.05472554902999965,0.050545209581748796,0.050545209581748796
40,0.054823691663909255,0.054823691663909255,0.05118660540319979,0.05118660540319979
41,0.05505978414650722,0.05505978414650722,0.05051119442885885,0.05051119442885885
42,0.05478591545427814,0.05478591545427814,0.05048254016571893,0.05048254016571893
