epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.05687004324464444,0.05687004324464444,0.05102011924967743,0.05102011924967743
1,0.05523467181284432,0.05523467181284432,0.050764328674771465,0.050764328674771465
2,0.05532588464294218,0.05532588464294218,0.05093733945933099,0.05093733945933099
3,0.05586329197479746,0.05586329197479746,0.050465546297625855,0.050465546297625855
4,0.05500925531413594,0.05500925531413594,0.05156246410109676,0.05156246410109676
5,0.055118115137387895,0.055118115137387895,0.05045161553873466,0.05045161553873466
6,0.0551098514665108,0.0551098514665108,0.051893776250430027,0.051893776250430027
7,0.055121388578479875,0.055121388578479875,0.05048794097338732,0.05048794097338732
8,0.054959714416219455,0.054959714416219455,0.05049885546502012,0.05049885546502012
9,0.05491612049371703,0.05491612049371703,0.05134665246408146,0.05134665246408146
10,0.0551010367659787,0.0551010367659787,0.05083262472628401,0.05083262472628401
11,0.05514472184821458,0.05514472184821458,0.05045048154962178,0.05045048154962178
12,0.054902964496437445,0.054902964496437445,0.050917162262619685,0.050917162262619685
13,0.05512063654818769,0.05512063654818769,0.05070016454690351,0.05070016454690351
14,0.05529035306677974,0.05529035306677974,0.050818396621168806,0.050818396621168806
15,0.054796773325179716,0.054796773325179716,0.05112762692957543,0.05112762692957543
16,0.0549756997878081,0.0549756997878081,0.05065577553871733,0.05065577553871733
17,0.05512158779369601,0.05512158779369601,0.05070197094375124,0.05070197094375124
18,0.05503156985332971,0.05503156985332971,0.05055696897280331,0.05055696897280331
19,0.05492805291891267,0.05492805291891267,0.05072157684928523,0.05072157684928523
20,0.05499550537619933,0.05499550537619933,0.0506095688467702,0.0506095688467702
21,0.05482329763216137,0.05482329763216137,0.05050338898570492,0.05050338898570492
22,0.054878373931960114,0.054878373931960114,0.05092653199636306,0.05092653199636306
23,0.05494774943246318,0.05494774943246318,0.05051224952062162,0.05051224952062162
24,0.05472143056006602,0.05472143056006602,0.05073435225237447,0.05073435225237447
25,0.054999014692329394,0.054999014692329394,0.05099029120129461,0.05099029120129461
26,0.05484265399696533,0.05484265399696533,0.05155861943673629,0.05155861943673629
27,0.05510282655659374,0.05510282655659374,0.05046170916981422,0.05046170916981422
28,0.05494964963499897,0.05494964963499897,0.050455362922870194,0.050455362922870194
29,0.0548630335254145,0.0548630335254145,0.05081720518736312,0.05081720518736312
30,0.05485646993105402,0.05485646993105402,0.05055182052847858,0.05055182052847858
31,0.054934257520965084,0.054934257520965084,0.050478139985352756,0.050478139985352756
32,0.054902019612429354,0.054902019612429354,0.05092030377485431,0.05092030377485431
33,0.054934121603029254,0.054934121603029254,0.05084628055875118,0.05084628055875118
34,0.054746267643268,0.054746267643268,0.05046820172753472,0.05046820172753472
35,0.054950027282883056,0.054950027282883056,0.050581447683418025,0.050581447683418025
36,0.05483196112879982,0.05483196112879982,0.05073632333570948,0.05073632333570948
37,0.05481257109958621,0.05481257109958621,0.05062892459547864,0.05062892459547864
38,0.05506854195450471,0.05506854195450471,0.05088914295013707,0.05088914295013707
39,0.055086121295822146,0.055086121295822146,0.050502543781812376,0.050502543781812376
40,0.054881737862039134,0.054881737862039134,0.05053235170288155,0.05053235170288155
41,0.054877676279786014,0.054877676279786014,0.05055102913353879,0.05055102913353879
